source_key,source,source_id,source_statement,capability_id,capability,disposition,justification
specs/069-rivet-mcp-gateway/spec.md:SC-010,specs/069-rivet-mcp-gateway/spec.md,SC-010,"Deterministic local performance evidence satisfies every NFR-002 and NFR-003 threshold at the stated scale without contacting a real child service, and the result records the reference host and sample count.",CAP-026,Large-graph performance and keyboard navigation,defer,Preserved and dependency-ordered after product/visual parity approval.
specs/070-engineering-scenario-harness/spec.md:FR-001,specs/070-engineering-scenario-harness/spec.md,FR-001,"Wright MUST provide a catalog of versioned engineering scenario manifests that can be listed, inspected, validated, and run from the Rivet experience.",CAP-013,"Structured validation, diagnostics, and compatibility",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-002,specs/070-engineering-scenario-harness/spec.md,FR-002,"Every scenario manifest MUST declare a stable identifier and revision, title, purpose, engineering domains, test tier, resource class, expected duration, workflow identity, capability requirements, inputs, artifacts, assertions, safety constraints, environment guards, timeouts, cleanup rules, and provenance/license metadata.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/070-engineering-scenario-harness/spec.md:FR-003,specs/070-engineering-scenario-harness/spec.md,FR-003,"The initial Tier 1 catalog MUST include at least three independently runnable multi-MCP scenarios: structural bracket, electronics enclosure cooling, and parametric manufacturing.",CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-004,specs/070-engineering-scenario-harness/spec.md,FR-004,"The initial Tier 1 scenarios collectively MUST exercise CAD, ECAD, FEA, CFD, personal Python computation, CAM, Grasshopper-style parametric data, 3D-printing packaging, and slicing concepts.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/070-engineering-scenario-harness/spec.md:FR-005,specs/070-engineering-scenario-harness/spec.md,FR-005,"Every Tier 1 scenario MUST call at least two independently registered deterministic MCP servers through the Wright workspace gateway and existing Rivet binding, review, authority, policy, approval, progress, cancellation, audit, and evidence boundaries.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-006,specs/070-engineering-scenario-harness/spec.md,FR-006,"The harness MUST NOT create a direct Rivet-to-child-MCP connection or embed child commands, URLs, credentials, environment variables, or lifecycle configuration in scenario manifests.",CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-007,specs/070-engineering-scenario-harness/spec.md,FR-007,"Scenario preflight MUST resolve exact current capability bindings and MUST block missing, ambiguous, disabled, incompatible, unreviewed, cross-workspace, or stale bindings before child invocation.",CAP-033,"Preflight, argument/result maps, and semantic sufficiency",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-008,specs/070-engineering-scenario-harness/spec.md,FR-008,"Deterministic fake engineering MCPs MUST support namespace-qualified discovery and configurable success, delay, malformed artifact, unit mismatch, domain failure, cancellation, and cleanup outcomes through the same gateway boundary.",CAP-030,Independent engineering oracles and benchmark qualification,defer,Preserved and dependency-ordered after product/visual parity approval.
specs/070-engineering-scenario-harness/spec.md:FR-009,specs/070-engineering-scenario-harness/spec.md,FR-009,"Fake MCP outputs MUST be deterministic for a scenario revision and seed, and any intentionally variable fields MUST be declared and excluded from strict digest comparison.",CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-010,specs/070-engineering-scenario-harness/spec.md,FR-010,"The harness MUST define versioned normalized artifact envelopes carrying domain, artifact type/schema and version, declared units and coordinate system where applicable, producer node/call, source-input digests, content or vault reference, content digest, and validation status.",CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-011,specs/070-engineering-scenario-harness/spec.md,FR-011,"Raw child filesystem paths, unrestricted resource URIs, bearer authority, credentials, and unvalidated artifact claims MUST NOT be accepted as scenario artifacts.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-012,specs/070-engineering-scenario-harness/spec.md,FR-012,"The harness MUST provide versioned assertion plugins for structured numeric values, dimensional units, tabular data, meshes/geometry, ECAD board data, FEA results, CFD results, Grasshopper-style data trees, 3MF/additive packages, slicer summaries, and static CAM/G-code lint.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/070-engineering-scenario-harness/spec.md:FR-013,specs/070-engineering-scenario-harness/spec.md,FR-013,"Assertions MUST support exact, set-membership, range, monotonic, relational, absolute tolerance, and relative tolerance rules as applicable, while rejecting undeclared unit conversion and NaN/infinite values unless explicitly allowed by a domain contract.",CAP-003,Typed ports and artifact contracts,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-014,specs/070-engineering-scenario-harness/spec.md,FR-014,"Geometry checks MUST support finite/non-empty geometry, coordinate and unit declaration, bounds, vertex/face counts, degeneracy, manifoldness where required, volume, surface area, mass-property relationships, and upstream digest correlation.",CAP-003,Typed ports and artifact contracts,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-015,specs/070-engineering-scenario-harness/spec.md,FR-015,"ECAD checks MUST support a recognized board schema/header, declared dimensions and units, board thickness, layer/net presence, component envelope and keep-out/clearance relationships, and upstream digest correlation.",CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-016,specs/070-engineering-scenario-harness/spec.md,FR-016,"FEA and CFD checks MUST distinguish solver/tool completion from engineering validity and support convergence, result completeness, finite values, expected sign/range, tolerance, conservation or residual limits, and mesh/input digest correlation.",CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-017,specs/070-engineering-scenario-harness/spec.md,FR-017,"Grasshopper-style data-tree checks MUST retain branch paths, branch ordering where material, item counts, value types, and topology rather than comparing only flattened values.",CAP-029,Engineering-process outcomes across the customer story catalog,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-018,specs/070-engineering-scenario-harness/spec.md,FR-018,"Additive checks MUST validate a recognized 3MF package/core structure, units, mesh/build objects, referenced components/materials where used, and bounded slicer summary values without requiring a printer profile or executing printer commands.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/070-engineering-scenario-harness/spec.md:FR-019,specs/070-engineering-scenario-harness/spec.md,FR-019,"CAM/G-code checks MUST be static only, MUST require a declared dialect and units, and MUST reject physical-actuation intent, machine-control codes, unsafe or ambiguous modal state, and any attempt to send output to machinery.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-020,specs/070-engineering-scenario-harness/spec.md,FR-020,"Every assertion failure MUST identify the scenario, workflow node, namespaced capability, artifact, invariant identifier, expected rule/tolerance, observed normalized value, units, and stable failure category/reason code.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/070-engineering-scenario-harness/spec.md:FR-021,specs/070-engineering-scenario-harness/spec.md,FR-021,"Reports MUST distinguish preflight, policy/approval, transport, MCP/tool, artifact-contract, engineering-assertion, timeout/cancellation, and cleanup/residue failures.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-022,specs/070-engineering-scenario-harness/spec.md,FR-022,"Scenario runs MUST preserve exact scenario, workflow, graph, capability binding, schema, catalog, fixture, artifact, assertion, environment, policy/approval, child-call, timing, terminal-state, cancellation, and cleanup identities in durable bounded evidence.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-023,specs/070-engineering-scenario-harness/spec.md,FR-023,"Scenario reports MUST be inspectable after restart and exportable as bounded portable metadata and hashes without secrets, reusable authority, raw host paths, or proprietary artifact payloads.",CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-024,specs/070-engineering-scenario-harness/spec.md,FR-024,"Run comparison MUST identify material changes in scenario, workflow, bindings, schemas, fixtures, inputs, assertions/tolerances, artifacts, and environment before claiming strict reproducibility.",CAP-021,Truthful execution modes and current-run provenance,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-025,specs/070-engineering-scenario-harness/spec.md,FR-025,"Scenario listing, preflight, progress, cancellation, report, and recovery states MUST be available through thin provider-neutral Wright APIs and usable from the existing Rivet workflow UI.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/070-engineering-scenario-harness/spec.md:FR-026,specs/070-engineering-scenario-harness/spec.md,FR-026,"The UI MUST explain domains, participating capabilities, tier, optional dependencies, resource/expected-duration class, safety boundary, artifacts, assertion status, and actionable recovery in engineering-oriented plain language.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/070-engineering-scenario-harness/spec.md:FR-027,specs/070-engineering-scenario-harness/spec.md,FR-027,"A scenario definition MUST fail validation when required metadata, contracts, safety constraints, cleanup, or provenance/license information is missing or incompatible.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/070-engineering-scenario-harness/spec.md:FR-028,specs/070-engineering-scenario-harness/spec.md,FR-028,"Reusable fixture/sample data MUST declare whether it is Wright-generated or third-party; third-party content MUST record source, license, redistribution status, and modification notice.",CAP-021,Truthful execution modes and current-run provenance,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-029,specs/070-engineering-scenario-harness/spec.md,FR-029,"Tier 1 normal tests MUST run offline with bounded local CPU, memory, disk, and time and MUST NOT require network access, credentials, paid/proprietary applications, GPUs, hardware, large downloads, or interactive prompts.",CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-030,specs/070-engineering-scenario-harness/spec.md,FR-030,"Any scenario requiring network, credentials, proprietary applications, GPU, large assets, or external services MUST be Tier 2 or Tier 3, explicitly selected, guarded by preflight, and excluded from normal gates.",CAP-033,"Preflight, argument/result maps, and semantic sufficiency",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-031,specs/070-engineering-scenario-harness/spec.md,FR-031,"Tier 2 public MCP validation MUST follow the repository clean-container process and record catalog entry/revision, platform, package/container identity, installation evidence, discovery digest, gateway evidence, result classification, and cleanup/residue.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/070-engineering-scenario-harness/spec.md:FR-032,specs/070-engineering-scenario-harness/spec.md,FR-032,"Catalog states for confirmed MCPs, hosted/API-wrapper candidates, and watchlist/no-public-MCP entries MUST remain distinct; only eligible confirmed entries may be represented as directly runnable public MCP integrations.",CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-033,specs/070-engineering-scenario-harness/spec.md,FR-033,"Environment guards MUST fail closed before installation or execution and MUST never silently add MCP-specific host software, accept a license, prompt for secrets, download large model/application assets, or mutate a developer's global environment.",CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-034,specs/070-engineering-scenario-harness/spec.md,FR-034,"Cancellation MUST propagate through the existing Rivet/Wright gateway path, prevent later nodes and late results from publishing success, and record cleanup or bounded residue truthfully.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/070-engineering-scenario-harness/spec.md:FR-035,specs/070-engineering-scenario-harness/spec.md,FR-035,Existing non-scenario Rivet workflows and clients MUST retain their current behavior and must not gain broader MCP authority from the harness.,CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-036,specs/070-engineering-scenario-harness/spec.md,FR-036,"No scenario, assertion, fixture, optional integration, or test may start or command physical machinery, motion, heat, a spindle, extrusion, a printer, a robot, or a PLC.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:FR-037,specs/070-engineering-scenario-harness/spec.md,FR-037,"Scenario validation and execution MUST reject child-supplied executable markup, traversal paths, unbounded payloads, secret-like values, and unsupported schema versions with stable reason codes.",CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:SC-001,specs/070-engineering-scenario-harness/spec.md,SC-001,"A new user can select, preflight, run, and understand a passing Tier 1 engineering scenario in under five minutes without configuring child MCP connections inside Rivet.",CAP-033,"Preflight, argument/result maps, and semantic sufficiency",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:SC-002,specs/070-engineering-scenario-harness/spec.md,SC-002,"At least three Tier 1 scenarios each invoke two or more independent deterministic MCP servers through Wright, and together cover all nine requested engineering areas: CAD, ECAD, FEA, CFD, Python, CAM, Grasshopper, 3D printing, and slicing.",CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:SC-003,specs/070-engineering-scenario-harness/spec.md,SC-003,"In deterministic negative tests, 100% of injected missing-capability, unit, schema, convergence, numeric-bound, policy, cancellation, and cleanup failures are attributed to the correct node/capability and violated invariant category.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/070-engineering-scenario-harness/spec.md:SC-004,specs/070-engineering-scenario-harness/spec.md,SC-004,"Repeated Tier 1 runs with identical material identities produce identical normalized artifact digests and assertion outcomes on supported platforms, excluding explicitly declared time and trace fields.",CAP-003,Typed ports and artifact contracts,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:SC-005,specs/070-engineering-scenario-harness/spec.md,SC-005,"100% of normal harness tests complete without credentials, network access, proprietary/paid applications, GPUs, physical hardware, large downloads, global-environment mutation, or interactive prompts.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:SC-006,specs/070-engineering-scenario-harness/spec.md,SC-006,"Every completed, failed, cancelled, or blocked run retains exact workflow/capability provenance, bounded artifact/assertion evidence, and truthful cleanup/residue status after application restart.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/070-engineering-scenario-harness/spec.md:SC-007,specs/070-engineering-scenario-harness/spec.md,SC-007,"A maintainer can add and validate a deterministic test scenario using documented manifest, fixture, and assertion contracts without modifying the core runner, and invalid/unsafe definitions fail with field-specific guidance.",CAP-021,Truthful execution modes and current-run provenance,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:SC-008,specs/070-engineering-scenario-harness/spec.md,SC-008,"Selected Tier 2 probes use clean containers, preserve confirmed/candidate/watchlist catalog distinctions, and leave no unreported host or container residue.",CAP-011,Searchable engineering capability palette,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/070-engineering-scenario-harness/spec.md:SC-009,specs/070-engineering-scenario-harness/spec.md,SC-009,"Automated accessibility checks report no serious or critical findings for the scenario library, preflight, progress, and report journeys.",CAP-025,"Engineer usability, accessibility, and responsive operation",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-001,specs/071-local-engineering-model-library/spec.md,FR-001,Wright MUST provide a distinct local engineering model library separate from conversational/tool-use model-provider setup.,CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-002,specs/071-local-engineering-model-library/spec.md,FR-002,"Engineers MUST be able to list, filter, sort, and inspect model packages and variants by engineering task, source, maturity, license state, install state, platform, architecture, accelerator need, runtime, artifact size, and evidence state.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-003,specs/071-local-engineering-model-library/spec.md,FR-003,"Every model package MUST declare a stable model and package identity, schema version, publisher, source kind and URI, immutable source revision, task taxonomy, variants, input/output contracts, units and coordinate conventions where applicable, artifacts, checksums, sizes, license, attribution, redistribution policy, runtime adapter, resource envelope, test vectors, limitations, and remote-code policy.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-004,specs/071-local-engineering-model-library/spec.md,FR-004,"Model variants MUST have independent artifact, runtime, precision, platform, resource, and test evidence and MUST NOT inherit compatibility merely from another variant.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-005,specs/071-local-engineering-model-library/spec.md,FR-005,"Catalog entries MUST distinguish approved, needs-review, gated/external-action, incompatible, deprecated, withdrawn, and blocked states; only approved compatible variants may be installed.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-006,specs/071-local-engineering-model-library/spec.md,FR-006,The first catalog MUST include a tiny Wright-owned deterministic test model and at least one specifically reviewed public external engineering model at a full immutable revision.,CAP-032,"Model configuration, deterministic/AI execution, and exact identity",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-007,specs/071-local-engineering-model-library/spec.md,FR-007,"Wright MUST show whether source, license, artifact, runtime, compatibility, security, and test evidence is bundled, cached, live, stale, partial, or absent.",CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-008,specs/071-local-engineering-model-library/spec.md,FR-008,"Compatibility preflight MUST fail closed for unsupported operating system, architecture, runtime version, instruction set, CPU/RAM/disk, GPU/VRAM/driver, unavailable accelerator, unavailable runtime, or incompatible input/output contract.",CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-009,specs/071-local-engineering-model-library/spec.md,FR-009,"Before acquisition, Wright MUST show an expiring install plan containing exact source revision, declared files and maximum bytes, cache/install locations in safe user-oriented terms, network/token/license requirements, runtime effects, compatibility, prompts, references, rollback, and cleanup.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/071-local-engineering-model-library/spec.md:FR-010,specs/071-local-engineering-model-library/spec.md,FR-010,"A mutable source reference MUST be resolved to an immutable revision before confirmation, and any revision or manifest change MUST invalidate the plan.",CAP-013,"Structured validation, diagnostics, and compatibility",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-011,specs/071-local-engineering-model-library/spec.md,FR-011,"Download and import MUST accept only package-declared files from approved sources and MUST enforce secure transport, redirect policy, normalized relative paths, file/count/size ceilings, and declared content digests.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-012,specs/071-local-engineering-model-library/spec.md,FR-012,"Downloads MUST stage outside the ready installation, support bounded progress and cancellation, and distinguish resumable partial content from verified cache content.",CAP-018,"Truthful run states, liveness, cancellation, and reconnect",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-013,specs/071-local-engineering-model-library/spec.md,FR-013,"Failed, interrupted, cancelled, oversized, corrupt, or incomplete acquisition MUST NOT create an installed, enabled, or loadable model.",CAP-018,"Truthful run states, liveness, cancellation, and reconnect",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-014,specs/071-local-engineering-model-library/spec.md,FR-014,Verified artifacts MUST use content-addressed storage so identical bytes are reused across packages while reference ownership remains exact.,CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-015,specs/071-local-engineering-model-library/spec.md,FR-015,"Cache and installation activation MUST be atomic, concurrency-safe, idempotent, recoverable after restart, and resistant to time-of-check/time-of-use replacement.",CAP-014,"Input attachment, preview, replacement, and provenance",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-016,specs/071-local-engineering-model-library/spec.md,FR-016,"Online download and offline import MUST apply the same package, license, compatibility, artifact, format, checksum, and test-vector policy.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-017,specs/071-local-engineering-model-library/spec.md,FR-017,"Model data formats MUST be explicitly allowlisted and treated as untrusted; package validation MUST reject executable code, scripts, macros, plugins, native libraries, unsafe deserialization formats, symlinks, traversal, undeclared files, and nested unbounded archives.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-018,specs/071-local-engineering-model-library/spec.md,FR-018,Repository code execution and implicit remote code MUST remain disabled; a package requiring remote code MUST be blocked rather than activated by a hidden or generic trust switch.,CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-019,specs/071-local-engineering-model-library/spec.md,FR-019,"External license acceptance, gated access, subscriptions, or sharing of personal information MUST occur independently and explicitly; Wright MUST NOT silently accept terms, request access, disclose user data, or store a source token in model metadata, logs, evidence, or exports.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-020,specs/071-local-engineering-model-library/spec.md,FR-020,"Tokens, when explicitly needed, MUST be stored only through the existing secret boundary, requested with minimum read scope, never passed to runtimes, and removable without altering verified public artifacts.",CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-021,specs/071-local-engineering-model-library/spec.md,FR-021,"Wright MUST perform disk admission before acquisition and resource admission before load and inference, including concurrent reservation and a safe CPU fallback only when the package declares one.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-022,specs/071-local-engineering-model-library/spec.md,FR-022,"A versioned runtime adapter contract MUST support compatibility and health probes, verify, load, unload, typed inference, progress, timeout, cancellation, resource reporting, deterministic test-vector execution, exact identity, and bounded redacted diagnostics.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/071-local-engineering-model-library/spec.md:FR-023,specs/071-local-engineering-model-library/spec.md,FR-023,"A runtime adapter MUST be independently reviewed and installed; downloading model artifacts MUST NOT silently install packages, drivers, compilers, system services, or global dependencies.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-024,specs/071-local-engineering-model-library/spec.md,FR-024,"A model MUST remain unready until its artifacts verify, its adapter is compatible and healthy, and every mandatory standard test vector passes against the exact model/runtime pair.",CAP-013,"Structured validation, diagnostics, and compatibility",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-025,specs/071-local-engineering-model-library/spec.md,FR-025,"Test vectors MUST declare typed inputs, units/coordinates where material, expected output schema, numerical tolerances or membership rules, deterministic seed, resource/time ceilings, and the model limitations they exercise.",CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-026,specs/071-local-engineering-model-library/spec.md,FR-026,"Inference MUST validate typed bounded inputs and outputs and reject undeclared dimensions, incompatible units, unsupported coordinates, invalid labels, NaN/infinity, oversized payloads, unsafe paths/URIs, and secret-like values.",CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-027,specs/071-local-engineering-model-library/spec.md,FR-027,"Model capabilities MUST be exposed to workspaces through the existing Wright gateway with namespaced typed schemas, workspace enablement, policy, review, short-lived run authority, progress, cancellation, audit, and evidence; clients MUST NOT connect directly to runtimes.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-028,specs/071-local-engineering-model-library/spec.md,FR-028,"Capability discovery and inference evidence MUST identify exact package, source revision, variant, artifact-set digest, adapter/runtime version, schema digest, resource class, test evidence, and workspace binding without exposing host paths or authority.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-029,specs/071-local-engineering-model-library/spec.md,FR-029,"Enabling a model MUST be per workspace and MUST NOT broaden another workspace, existing MCP, conversational provider, or ordinary workflow authority.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-030,specs/071-local-engineering-model-library/spec.md,FR-030,"Cancellation MUST stop or bound active load/inference through the gateway path, prevent late output from publishing success, release reservations, and record truthful cleanup or residue.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-031,specs/071-local-engineering-model-library/spec.md,FR-031,"Every failure MUST have a stable category and reason code covering catalog, source, license, authentication, compatibility, admission, download, import, integrity, format, runtime, test, inference, cancellation, reference, cleanup, and internal failures, with actionable recovery.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/071-local-engineering-model-library/spec.md:FR-032,specs/071-local-engineering-model-library/spec.md,FR-032,"Update preview MUST compare every material catalog, manifest, license, artifact, adapter, runtime, hardware, schema, task/units, limitation, and test-vector change and MUST preserve the current healthy revision until the candidate passes.",CAP-014,"Input attachment, preview, replacement, and provenance",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-033,specs/071-local-engineering-model-library/spec.md,FR-033,Rollback MUST restore a previously verified compatible revision without redownload when its referenced content remains available and MUST re-run compatibility and mandatory tests before activation.,CAP-015,"Output inspection, lineage, open, download, and lifetime",retain,"Retained as a canonical-model, safety, or execution invariant."
